id_entrega,distancia_km,tipo_veiculo,capacidade_veiculo_t,carga_t,tempo_estimado_min,tempo_real_min,valor_frete,custo_combustivel
18345,129.29,Toco,6.0,1.52,295.93,322.77,541.68,142.4
18346,10.35,VUC,3.0,1.68,23.13,45.7,60.22,9.37
18347,305.93,Carreta_Sider,28.0,4.62,403.54,477.03,2249.56,972.96
18348,68.75,3/4,4.0,2.32,151.67,171.28,252.73,64.12
18349,51.17,Truck,14.0,13.05,158.26,159.61,458.46,81.12
18350,32.19,VUC,3.0,2.87,75.35,85.4,128.9,25.39
18351,106.83,3/4,4.0,1.68,229.0,256.47,379.26,88.2
18352,368.75,Carreta_Bau,28.0,4.28,454.51,526.88,2599.05,1126.62
18353,260.94,Carreta_Sider,28.0,25.91,425.05,418.61,2227.28,862.57
18354,4.9,VUC,3.0,1.9,38.84,8.0,38.93,5.17
18355,25.03,Truck,14.0,9.01,94.95,76.55,261.21,42.19
18356,176.32,3/4,4.0,3.37,349.94,424.93,628.19,154.11
18357,102.39,Truck,14.0,6.78,263.85,328.7,650.63,164.64
18358,59.12,Toco,6.0,3.04,201.03,142.27,287.17,65.02
18359,486.9,Carreta_Bau,28.0,24.47,705.21,669.28,3715.9,1566.04
18360,14.22,3/4,4.0,2.27,42.05,36.94,84.11,23.86
18361,63.64,VUC,3.0,2.33,109.6,156.71,207.51,39.33
18362,331.44,Carreta_Sider,28.0,25.74,486.48,517.42,2719.11,1106.75
18363,78.59,3/4,4.0,1.94,196.39,212.28,284.39,69.55
18364,32.95,Truck,14.0,12.68,92.17,121.11,350.8,55.5
18365,11.46,VUC,3.0,1.28,31.38,17.48,43.61,0.78
18366,369.96,Carreta_Sider,28.0,26.32,576.07,552.09,3006.13,1238.05
18367,16.71,Toco,6.0,2.46,64.93,47.82,91.6,19.22
18368,426.23,Carreta_Bau,28.0,9.77,519.57,608.36,3076.21,1324.26
18369,36.57,3/4,4.0,3.05,77.47,125.2,168.74,26.94
18370,78.02,Truck,14.0,13.07,265.71,257.78,613.75,131.48
18371,61.72,3/4,4.0,3.21,164.02,144.49,245.88,48.36
18372,82.98,VUC,3.0,2.34,204.98,187.23,261.72,51.01
18373,94.49,Truck,14.0,13.68,267.35,274.53,694.94,155.09
18374,22.43,Toco,6.0,3.74,75.31,72.82,145.93,24.66
18375,361.3,Carreta_Sider,28.0,25.33,574.81,527.49,2940.53,1202.87
18376,67.23,Truck,14.0,2.54,199.88,217.32,400.45,105.79
18377,270.57,Carreta_Bau,28.0,7.35,330.54,409.85,1980.49,837.17
18378,361.72,Carreta_Sider,28.0,10.66,537.71,545.72,2715.4,1165.99
18379,46.45,Truck,14.0,13.36,153.51,173.86,428.76,73.85
18380,48.91,VUC,3.0,0.95,107.55,105.01,150.15,27.96
18381,33.63,VUC,3.0,1.43,88.2,95.99,123.49,19.11
18382,35.17,Toco,6.0,1.08,92.45,88.2,163.92,38.77
18383,65.54,3/4,4.0,0.87,164.42,197.86,228.51,62.49
18384,60.49,VUC,3.0,1.94,126.23,118.46,200.45,32.73
18385,32.98,VUC,3.0,0.7,82.17,90.4,108.02,21.93
18386,14.79,VUC,3.0,2.74,52.36,61.57,70.98,8.52
18387,202.32,3/4,4.0,3.61,479.89,469.24,715.12,174.04
18388,56.62,VUC,3.0,2.04,106.99,114.9,177.19,34.1
18389,71.29,VUC,3.0,1.46,169.57,148.17,209.37,51.2
18390,54.83,Truck,14.0,12.67,183.08,171.7,464.21,79.21
18391,333.57,Carreta_Sider,28.0,15.81,415.03,506.65,2588.84,1080.67
18392,4.33,3/4,4.0,1.25,21.14,36.42,38.68,9.07
18393,29.69,VUC,3.0,1.33,71.0,80.41,105.52,24.72
18394,182.37,Toco,6.0,2.75,538.57,467.44,774.58,205.55
18395,74.85,3/4,4.0,2.57,153.94,163.32,268.74,65.28
18396,71.57,3/4,4.0,1.96,186.16,198.93,265.11,62.82
18397,4.95,Toco,6.0,5.07,31.07,31.53,71.83,-3.85
18398,484.9,Carreta_Bau,28.0,19.11,692.64,666.27,3615.09,1539.52
18399,311.57,Carreta_Bau,28.0,10.2,460.41,465.46,2297.95,973.86
18400,194.38,Toco,6.0,2.95,559.42,473.03,824.56,207.68
18401,46.8,Truck,14.0,10.71,119.98,160.76,403.11,76.88
18402,43.8,VUC,3.0,1.07,128.99,99.46,144.36,33.9
18403,63.36,Truck,14.0,3.19,205.43,197.96,389.46,108.76
18404,366.84,Carreta_Sider,28.0,21.13,506.02,569.35,2904.11,1209.12
18405,133.39,3/4,4.0,1.98,327.76,294.87,461.87,112.37
18406,279.46,Carreta_Sider,28.0,7.16,446.32,433.06,2084.65,897.45
18407,15.37,VUC,3.0,1.67,58.22,35.9,56.41,8.0
18408,463.03,Carreta_Sider,28.0,17.54,594.15,658.46,3521.93,1518.59
18409,421.34,Carreta_Sider,28.0,4.81,606.6,610.45,3052.43,1338.28
18410,393.96,Carreta_Bau,28.0,23.03,502.92,569.97,3034.25,1264.63
18411,295.01,Carreta_Bau,28.0,15.9,450.03,445.62,2266.84,930.34
18412,60.55,Toco,6.0,1.03,174.0,134.03,262.94,61.14
18413,284.92,Carreta_Sider,28.0,24.71,449.56,471.0,2391.03,946.82
18414,90.17,Truck,14.0,9.06,314.3,257.69,612.3,146.04
18415,37.83,Truck,14.0,13.56,110.4,133.14,393.55,68.22
18416,99.81,Toco,6.0,2.33,275.04,252.06,439.38,102.27
18417,350.02,Carreta_Bau,28.0,14.02,504.83,478.66,2610.7,1100.76
18418,340.23,Carreta_Sider,28.0,19.98,520.13,521.42,2708.24,1113.95
18419,34.7,Toco,6.0,5.56,81.1,101.42,205.85,44.47
18420,6.57,VUC,3.0,2.47,32.56,34.28,46.39,7.85
18421,9.22,VUC,3.0,2.09,28.01,39.86,48.05,5.73
18422,97.24,Truck,14.0,11.57,286.43,311.32,692.83,161.18
18423,153.24,Truck,14.0,3.23,434.21,457.35,865.96,253.89
18424,100.29,3/4,4.0,3.06,266.51,246.65,380.1,89.81
18425,88.77,Truck,14.0,8.99,265.87,289.82,589.79,141.88
18426,92.77,Truck,14.0,5.36,253.42,289.05,573.08,154.62
18427,202.6,Toco,6.0,2.12,441.04,518.73,847.02,214.43
18428,4.51,VUC,3.0,1.19,16.39,19.58,25.0,3.63
18429,96.64,3/4,4.0,1.02,178.33,233.71,333.12,69.97
18430,85.96,Truck,14.0,5.35,245.76,272.36,539.14,143.01
18431,19.83,VUC,3.0,0.63,37.94,59.84,63.07,9.1
18432,55.08,VUC,3.0,2.17,102.55,123.79,175.17,34.59
18433,272.38,Carreta_Bau,28.0,16.39,452.13,453.72,2118.56,852.97
18434,297.47,Carreta_Sider,28.0,7.24,367.31,476.37,2214.84,952.47
18435,280.76,Carreta_Sider,28.0,20.79,382.3,438.8,2295.09,924.15
18436,179.74,Truck,14.0,4.22,432.84,524.65,1030.73,282.75
18437,65.71,VUC,3.0,1.71,163.24,170.3,216.82,42.3
18438,317.51,Carreta_Bau,28.0,26.1,519.46,475.29,2556.96,1021.24
18439,440.99,Carreta_Bau,28.0,22.31,584.99,607.66,3357.21,1415.44
18440,36.67,3/4,4.0,2.59,94.33,135.59,142.34,27.7
18441,218.77,Truck,14.0,9.06,714.83,631.11,1312.82,361.47
18442,52.14,VUC,3.0,0.61,108.43,90.91,158.14,25.37
18443,61.11,3/4,4.0,2.05,142.38,140.44,235.45,52.05
18444,21.65,Toco,6.0,2.47,64.9,66.67,115.15,25.08
18445,227.84,Carreta_Sider,28.0,15.5,314.16,392.92,1837.71,743.57
18446,94.48,Toco,6.0,5.75,238.21,254.42,460.83,104.31
18447,22.55,VUC,3.0,2.46,43.97,40.09,95.3,23.33
18448,325.7,Carreta_Bau,28.0,18.72,415.88,446.91,2523.88,1031.43
18449,4.94,3/4,4.0,3.0,10.54,34.85,46.19,6.64
18450,194.35,Truck,14.0,10.79,625.73,572.67,1186.89,319.7
18451,238.56,Carreta_Bau,28.0,15.06,403.46,400.46,1864.74,746.9
18452,89.93,Truck,14.0,12.41,285.55,274.36,656.86,143.71
18453,43.05,Toco,6.0,4.05,111.09,122.58,227.04,42.46
18454,287.29,Carreta_Bau,28.0,21.77,389.73,439.94,2288.07,920.13
18455,40.27,3/4,4.0,0.64,112.54,96.07,138.87,39.97
18456,29.09,3/4,4.0,2.43,72.89,86.47,128.27,27.73
18457,259.18,Carreta_Sider,28.0,12.87,325.16,409.15,2012.67,837.26
18458,442.75,Carreta_Sider,28.0,5.52,520.8,601.06,3211.25,1408.02
18459,455.82,Carreta_Sider,28.0,19.58,547.21,673.68,3508.79,1496.9
18460,6.35,Toco,6.0,5.64,30.32,40.94,90.32,1.84
18461,266.22,Carreta_Sider,28.0,21.64,424.65,443.29,2205.06,881.9
18462,285.31,Carreta_Sider,28.0,6.1,454.36,457.75,2113.86,912.32
18463,501.68,Carreta_Sider,28.0,5.55,810.01,691.28,3627.72,1594.25
18464,308.81,Carreta_Sider,28.0,12.41,452.7,470.76,2361.05,1006.08
18465,517.04,Carreta_Sider,28.0,9.88,702.39,701.51,3806.85,1657.13
18466,28.08,3/4,4.0,0.69,57.29,89.62,107.11,23.52
18467,39.79,3/4,4.0,0.74,96.37,81.89,145.92,37.16
18468,51.35,Toco,6.0,2.66,100.71,148.32,242.01,59.02
18469,45.65,Toco,6.0,1.58,123.07,138.02,200.87,45.56
18470,83.99,VUC,3.0,0.95,174.79,166.17,247.47,51.0
18471,86.93,Toco,6.0,5.33,215.74,252.27,402.19,91.36
18472,419.19,Carreta_Sider,28.0,27.85,503.85,594.62,3376.07,1400.34
18473,32.86,VUC,3.0,2.5,66.44,62.41,117.75,25.49
18474,91.32,3/4,4.0,1.39,202.56,218.07,326.9,66.9
18475,82.71,Toco,6.0,1.8,190.91,231.73,355.27,91.19
18476,88.41,Toco,6.0,3.85,245.29,218.23,410.73,93.94
18477,207.3,Truck,14.0,11.43,498.97,618.66,1264.88,343.11
18478,68.28,3/4,4.0,2.84,165.77,179.95,262.94,53.05
18479,22.04,3/4,4.0,3.33,59.57,60.72,112.53,15.88
18480,192.36,3/4,4.0,2.26,403.34,445.33,675.66,173.04
18481,21.77,VUC,3.0,2.97,47.15,75.01,103.36,12.61
18482,86.69,Truck,14.0,11.46,230.98,294.63,615.31,143.64
18483,162.6,3/4,4.0,0.77,412.79,369.15,567.44,130.3
18484,50.14,VUC,3.0,1.38,92.73,103.93,153.39,44.86
18485,437.61,Carreta_Bau,28.0,17.52,597.77,613.1,3260.25,1387.15
18486,225.42,Carreta_Bau,28.0,9.54,382.36,347.33,1689.43,701.48
18487,382.21,Carreta_Bau,28.0,13.8,581.26,564.89,2836.83,1204.81
18488,85.03,Truck,14.0,9.59,277.9,273.52,579.94,141.64
18489,324.56,Carreta_Bau,28.0,17.34,412.77,485.06,2489.01,1025.83
18490,446.05,Carreta_Bau,28.0,24.7,640.48,649.41,3415.73,1431.82
18491,69.57,3/4,4.0,1.49,156.45,181.16,256.8,50.63
18492,414.1,Carreta_Sider,28.0,26.12,610.25,627.87,3315.35,1375.6
18493,23.34,Toco,6.0,2.54,86.68,84.64,124.42,22.6
18494,122.09,3/4,4.0,3.73,320.43,308.52,448.13,107.32
18495,39.01,VUC,3.0,1.08,92.47,73.39,123.78,23.65
18496,92.07,Truck,14.0,8.14,302.98,292.08,602.53,153.97
18497,5.78,Truck,14.0,13.19,21.49,72.22,203.81,10.15
18498,238.83,Carreta_Sider,28.0,10.8,296.08,384.94,1844.83,765.52
18499,69.03,Toco,6.0,5.23,199.31,183.12,349.24,83.72
18500,93.07,Toco,6.0,3.46,271.63,243.29,417.24,99.17
18501,13.48,Toco,6.0,3.04,38.12,53.14,87.48,17.36
18502,316.04,Carreta_Bau,28.0,20.0,398.1,493.6,2466.62,998.68
18503,28.75,Toco,6.0,1.91,91.69,89.72,145.0,34.61
18504,53.78,VUC,3.0,2.13,105.86,139.47,181.53,26.58
18505,436.55,Carreta_Sider,28.0,8.4,611.92,626.96,3213.13,1409.57
18506,80.78,VUC,3.0,2.26,163.14,192.18,263.54,55.77
18507,50.09,VUC,3.0,2.01,100.15,116.64,165.8,31.22
18508,9.42,VUC,3.0,0.81,27.18,28.34,35.73,8.79
18509,398.46,Carreta_Sider,28.0,6.6,516.98,554.87,2924.28,1266.56
18510,328.5,Carreta_Bau,28.0,18.66,504.2,457.16,2526.64,1040.98
18511,15.57,VUC,3.0,0.76,30.67,38.82,51.7,13.52
18512,38.21,Toco,6.0,4.09,99.74,79.22,194.84,44.63
18513,33.35,Toco,6.0,6.0,107.27,103.11,221.08,37.08
18514,438.56,Carreta_Bau,28.0,7.13,554.8,614.41,3134.06,1359.62
18515,23.99,VUC,3.0,1.66,66.68,62.52,86.21,20.77
18516,80.45,3/4,4.0,3.74,163.82,156.71,318.22,73.28
18517,279.84,Carreta_Sider,28.0,26.5,448.63,450.34,2380.68,922.16
18518,6.45,3/4,4.0,0.7,6.0,36.98,33.48,5.31
18519,79.47,Toco,6.0,5.02,192.6,234.0,391.61,87.73
18520,87.87,Truck,14.0,4.94,254.93,277.05,532.74,135.52
18521,61.34,Truck,14.0,10.98,216.69,201.91,478.16,96.2
18522,60.91,VUC,3.0,1.36,125.27,143.93,175.88,46.28
18523,118.66,Truck,14.0,4.78,395.29,380.98,697.14,187.69
18524,17.56,VUC,3.0,1.65,52.14,49.07,58.35,9.13
18525,55.72,Toco,6.0,1.8,139.99,134.5,237.93,55.56
18526,464.98,Carreta_Sider,28.0,14.3,570.94,653.19,3491.05,1511.64
18527,318.8,Carreta_Bau,28.0,13.6,518.62,463.47,2392.15,1002.07
18528,438.57,Carreta_Sider,28.0,27.12,497.45,627.77,3500.78,1471.47
18529,261.63,Carreta_Sider,28.0,17.1,354.46,413.03,2098.47,851.65
18530,38.14,VUC,3.0,2.23,96.35,129.94,129.05,27.32
18531,345.13,Carreta_Sider,28.0,8.36,530.08,497.65,2566.79,1097.2
18532,24.84,Toco,6.0,5.99,102.5,76.17,170.77,20.55
18533,57.08,VUC,3.0,1.72,143.81,168.79,175.74,43.26
18534,235.71,Carreta_Sider,28.0,5.99,396.89,388.45,1769.41,757.54
18535,269.07,Carreta_Bau,28.0,18.7,363.02,427.27,2119.08,855.77
18536,4.11,3/4,4.0,1.68,28.03,32.19,25.94,9.09
18537,29.15,3/4,4.0,1.6,55.31,82.84,122.06,19.1
18538,157.64,VUC,3.0,1.26,375.67,328.85,453.17,108.46
18539,63.7,Toco,6.0,3.2,161.84,180.27,305.86,63.85
18540,45.41,VUC,3.0,1.18,104.4,112.92,136.78,30.44
18541,17.25,Toco,6.0,4.87,58.59,39.73,130.37,32.85
18542,4.12,Toco,6.0,1.81,17.75,22.27,34.54,-0.01
18543,28.61,Toco,6.0,1.62,74.59,64.75,138.26,37.27
18544,410.18,Carreta_Sider,28.0,6.69,493.4,574.23,2999.01,1315.42
18545,53.96,Truck,14.0,6.98,140.09,184.41,379.21,85.14
18546,52.64,Toco,6.0,1.48,120.32,141.26,223.61,66.54
18547,214.12,3/4,4.0,0.69,475.99,486.78,724.33,172.84
18548,15.93,Toco,6.0,2.4,49.66,19.92,98.37,16.94
18549,223.24,Carreta_Bau,28.0,27.52,395.46,361.62,1953.18,724.24
18550,245.53,Carreta_Sider,28.0,4.46,356.01,374.18,1808.76,780.33
18551,59.85,3/4,4.0,0.82,145.66,123.7,207.61,65.22
18552,278.65,Carreta_Sider,28.0,18.08,374.57,446.64,2235.59,905.46
18553,339.87,Carreta_Sider,28.0,16.05,460.15,515.03,2637.97,1115.5
18554,385.19,Carreta_Sider,28.0,6.68,631.33,569.11,2826.06,1219.41
18555,382.17,Carreta_Sider,28.0,25.49,569.84,593.53,3078.64,1255.14
18556,94.9,VUC,3.0,2.17,221.62,227.16,292.56,61.66
18557,275.06,Carreta_Sider,28.0,15.97,426.28,442.81,2178.0,899.78
18558,299.8,Carreta_Sider,28.0,17.14,438.34,471.07,2356.01,986.51
18559,57.22,Toco,6.0,4.96,124.3,165.89,290.21,71.1
18560,154.64,Toco,6.0,1.4,344.94,383.5,651.39,165.65
18561,52.02,Truck,14.0,13.2,156.24,182.57,470.09,89.33
18562,60.66,3/4,4.0,0.98,166.93,142.99,224.16,51.69
18563,316.64,Carreta_Sider,28.0,15.11,382.29,468.73,2460.9,1037.34
18564,84.05,VUC,3.0,1.08,179.58,159.73,244.85,47.06
18565,90.09,Truck,14.0,10.02,225.23,247.26,616.26,145.13
18566,7.73,VUC,3.0,2.59,41.4,25.98,46.22,9.32
18567,467.75,Carreta_Bau,28.0,18.88,551.89,642.05,3479.29,1489.62
18568,22.65,Toco,6.0,2.04,82.26,64.26,112.41,31.0
18569,290.69,Carreta_Bau,28.0,22.75,406.43,436.47,2330.48,929.47
18570,493.66,Carreta_Bau,28.0,26.64,623.51,683.07,3778.0,1589.12
18571,161.21,VUC,3.0,0.86,336.89,327.56,476.41,105.19
18572,408.19,Carreta_Sider,28.0,10.23,494.1,589.91,3039.95,1308.5
18573,395.9,Carreta_Sider,28.0,16.8,602.99,591.72,3043.81,1300.31
18574,14.53,Truck,14.0,10.9,63.71,65.22,230.29,21.52
18575,384.65,Carreta_Bau,28.0,7.22,526.23,558.48,2754.39,1189.95
18576,74.28,VUC,3.0,0.58,138.67,153.68,215.22,50.34
18577,8.15,Truck,14.0,8.85,26.35,25.16,177.12,9.73
18578,86.14,Truck,14.0,11.59,252.22,290.94,615.62,137.12
18579,376.71,Carreta_Sider,28.0,11.28,528.58,523.96,2817.87,1221.08
18580,5.87,VUC,3.0,1.94,23.64,17.4,39.74,-1.43
18581,58.83,VUC,3.0,2.5,124.88,145.22,199.46,39.6
18582,29.08,Truck,14.0,2.44,99.45,121.79,194.82,46.53
18583,46.82,Truck,14.0,6.1,136.53,154.7,344.08,66.41
18584,44.21,3/4,4.0,1.63,101.67,106.11,169.19,31.9
18585,104.48,Toco,6.0,4.59,321.86,306.8,474.34,116.51
18586,72.15,Truck,14.0,10.03,218.82,244.19,520.12,125.06
18587,49.19,Toco,6.0,5.12,127.23,157.48,263.29,50.48
18588,42.33,Toco,6.0,3.7,113.24,130.99,217.73,41.66
18589,70.46,Toco,6.0,2.06,173.9,200.39,320.27,78.66
18590,410.4,Carreta_Bau,28.0,14.51,505.85,584.19,3035.89,1294.65
18591,88.25,Truck,14.0,6.81,228.84,270.98,556.63,148.17
18592,76.25,VUC,3.0,2.15,165.69,143.74,240.46,50.41
18593,307.37,Carreta_Sider,28.0,26.9,417.89,470.51,2568.54,1021.37
18594,71.04,VUC,3.0,1.62,161.96,168.09,230.5,49.39
18595,48.38,VUC,3.0,2.08,109.4,129.32,155.04,30.82
18596,317.78,Carreta_Sider,28.0,8.43,501.63,482.59,2375.32,1022.44
18597,116.62,Toco,6.0,3.83,317.27,291.04,515.09,124.55
18598,175.06,Truck,14.0,10.77,558.84,521.0,1071.97,288.31
18599,85.92,Toco,6.0,4.8,264.27,237.4,398.94,97.22
18600,48.25,VUC,3.0,2.93,131.22,86.22,168.9,21.38
18601,88.66,Truck,14.0,13.85,226.11,302.37,670.14,155.09
18602,77.07,VUC,3.0,1.76,141.45,183.13,243.13,49.21
18603,17.67,VUC,3.0,2.64,52.03,35.1,71.42,-2.56
18604,482.18,Carreta_Bau,28.0,21.74,718.3,670.45,3633.24,1540.01
18605,229.1,Carreta_Bau,28.0,16.69,391.65,369.91,1826.9,721.58
18606,8.28,VUC,3.0,0.53,17.79,47.26,34.78,-0.02
18607,71.42,3/4,4.0,3.92,197.9,168.42,282.8,71.8
18608,262.4,Carreta_Bau,28.0,27.17,383.19,408.9,2211.74,851.1
18609,66.41,VUC,3.0,1.77,152.19,147.55,210.4,41.84
18610,58.79,VUC,3.0,1.33,149.19,118.64,192.18,37.69
18611,92.84,Toco,6.0,1.47,246.77,259.81,407.8,100.25
18612,175.41,Toco,6.0,1.18,511.8,447.07,732.38,178.21
18613,363.68,Carreta_Bau,28.0,23.32,476.44,520.62,2844.47,1177.8
18614,53.63,VUC,3.0,1.49,119.41,112.49,169.84,34.46
18615,35.66,VUC,3.0,1.89,61.0,79.66,123.53,31.99
18616,409.8,Carreta_Bau,28.0,11.38,563.57,571.9,2982.78,1276.13
18617,55.41,3/4,4.0,2.69,170.01,116.64,213.79,50.2
18618,486.54,Carreta_Bau,28.0,22.26,689.08,660.77,3681.94,1548.81
18619,6.59,Truck,14.0,12.73,25.7,55.51,206.09,-3.43
18620,333.88,Carreta_Sider,28.0,16.01,464.76,524.98,2603.56,1092.33
18621,212.14,Truck,14.0,5.67,521.81,608.66,1200.69,344.3
18622,56.71,Toco,6.0,1.29,173.75,158.72,246.78,57.66
18623,86.12,Toco,6.0,5.26,267.75,265.43,411.44,78.31
18624,125.16,Toco,6.0,5.25,293.54,331.77,573.11,135.96
18625,4.39,3/4,4.0,1.8,20.11,8.0,34.05,5.07
18626,80.92,Truck,14.0,4.57,247.89,257.96,508.22,124.97
18627,76.98,Toco,6.0,4.33,182.29,212.53,363.55,84.99
18628,208.1,Toco,6.0,4.76,437.69,525.05,894.74,225.73
18629,13.66,VUC,3.0,2.29,32.54,25.34,58.44,2.85
18630,357.8,Carreta_Sider,28.0,5.9,594.17,536.04,2619.86,1140.61
18631,81.06,VUC,3.0,2.96,160.88,141.88,269.09,42.38
18632,73.48,3/4,4.0,2.45,141.36,173.47,280.86,64.98
18633,48.69,3/4,4.0,2.67,113.14,119.6,186.59,42.02
18634,508.99,Carreta_Bau,28.0,5.28,772.97,674.21,3573.98,1573.01
18635,26.31,Toco,6.0,0.96,83.31,81.2,115.24,33.53
18636,30.22,VUC,3.0,0.77,87.37,56.63,94.31,17.76
18637,59.72,Truck,14.0,6.75,192.87,200.95,419.66,83.65
18638,26.41,3/4,4.0,3.81,78.6,117.0,134.17,21.61
18639,33.61,Truck,14.0,10.76,119.89,112.05,331.51,49.83
18640,88.71,Truck,14.0,13.99,285.72,287.23,673.6,155.73
18641,70.37,3/4,4.0,2.91,155.72,175.22,265.96,58.37
18642,128.66,Truck,14.0,3.29,330.22,384.7,730.94,210.36
18643,70.98,VUC,3.0,2.22,134.48,152.3,223.49,53.27
18644,90.99,3/4,4.0,2.78,252.57,218.91,342.7,73.98
18645,4.53,VUC,3.0,2.71,27.63,25.99,47.33,3.34
18646,26.25,VUC,3.0,1.84,70.35,78.11,96.21,17.07
18647,260.06,Carreta_Sider,28.0,10.04,373.27,423.8,1995.21,847.84
18648,63.88,VUC,3.0,2.32,160.73,162.38,209.13,47.77
18649,43.88,Truck,14.0,11.07,107.19,143.49,385.06,67.3
18650,378.58,Carreta_Bau,28.0,16.44,600.09,548.72,2830.75,1192.29
18651,14.27,VUC,3.0,0.69,36.05,39.39,58.23,6.65
18652,339.19,Carreta_Bau,28.0,14.05,463.43,510.12,2535.35,1061.61
18653,371.97,Carreta_Bau,28.0,24.19,483.3,525.99,2911.65,1191.73
18654,75.09,VUC,3.0,1.22,137.19,181.92,227.77,45.04
18655,8.28,VUC,3.0,2.32,38.99,34.91,59.46,5.55
18656,53.49,3/4,4.0,1.46,132.58,151.41,203.78,44.25
18657,55.18,VUC,3.0,1.29,91.41,126.51,170.06,40.86
18658,61.87,VUC,3.0,1.31,156.89,137.05,194.73,35.56
18659,32.72,Toco,6.0,1.59,72.51,89.86,162.48,26.56
18660,6.15,VUC,3.0,1.35,6.92,19.69,35.54,1.45
18661,84.9,Truck,14.0,10.71,212.62,239.07,602.42,137.23
18662,88.56,Truck,14.0,6.88,277.63,271.46,555.81,151.42
18663,291.86,Carreta_Sider,28.0,11.33,451.95,445.09,2239.32,945.91
18664,208.49,Toco,6.0,4.47,602.33,533.37,892.76,235.19
18665,47.86,VUC,3.0,1.76,102.49,101.32,144.28,35.53
18666,300.17,Carreta_Bau,28.0,14.57,495.18,458.75,2264.53,934.24
18667,5.88,3/4,4.0,3.31,12.07,28.44,52.81,0.8
18668,257.15,Carreta_Bau,28.0,13.29,324.31,377.34,1966.16,799.15
18669,56.86,3/4,4.0,2.45,143.21,143.45,226.85,56.17
18670,396.45,Carreta_Bau,28.0,4.96,513.78,566.13,2806.51,1226.22
18671,32.75,VUC,3.0,1.32,64.84,92.39,120.07,22.83
18672,20.61,3/4,4.0,1.41,66.68,49.05,84.04,14.41
18673,167.94,VUC,3.0,2.71,388.58,336.93,507.62,107.49
18674,19.37,VUC,3.0,0.5,35.85,67.16,50.65,7.83
18675,20.31,VUC,3.0,2.24,50.65,60.81,79.38,16.41
18676,305.86,Carreta_Sider,28.0,22.2,508.0,467.98,2478.46,1009.81
18677,502.6,Carreta_Sider,28.0,12.11,697.71,690.29,3719.24,1627.74
18678,321.01,Carreta_Bau,28.0,10.32,402.57,473.57,2362.51,1002.83
18679,195.81,3/4,4.0,1.16,445.93,462.33,660.08,167.49
18680,492.74,Carreta_Bau,28.0,10.8,601.4,666.46,3531.12,1540.22
18681,34.11,Toco,6.0,5.56,77.38,84.94,195.35,43.32
18682,29.54,Truck,14.0,2.62,101.34,79.11,206.32,50.9
18683,198.77,VUC,3.0,1.61,394.88,408.94,595.6,124.63
18684,414.25,Carreta_Bau,28.0,10.49,653.14,568.87,2998.98,1294.31
18685,80.11,VUC,3.0,2.22,172.69,161.94,259.46,53.42
18686,49.07,3/4,4.0,1.74,119.82,144.72,177.89,40.33
18687,141.55,Truck,14.0,6.22,440.27,398.44,852.33,229.52
18688,42.92,VUC,3.0,0.6,90.54,89.84,126.14,31.96
18689,17.27,VUC,3.0,2.77,53.98,79.25,84.74,14.01
18690,457.14,Carreta_Bau,28.0,16.61,687.86,625.45,3381.43,1448.56
18691,83.71,VUC,3.0,0.63,174.69,183.66,234.85,52.76
18692,8.99,3/4,4.0,3.16,19.9,56.89,61.28,13.47
18693,25.8,Toco,6.0,4.88,103.19,83.2,165.72,32.28
18694,60.55,3/4,4.0,2.17,168.23,156.19,216.54,47.24
18695,171.74,3/4,4.0,3.93,368.02,389.7,623.27,147.34
18696,67.91,Truck,14.0,4.79,207.06,202.19,423.11,105.25
18697,76.91,Toco,6.0,5.21,174.23,187.84,379.23,79.57
18698,41.34,VUC,3.0,2.61,101.89,95.45,138.34,40.37
18699,35.55,VUC,3.0,1.78,75.24,91.23,124.45,31.17
18700,30.26,3/4,4.0,2.44,94.83,110.88,135.39,31.5
18701,55.7,VUC,3.0,0.74,109.03,118.98,167.41,37.29
18702,35.73,VUC,3.0,0.79,57.42,102.38,111.54,19.79
18703,33.86,VUC,3.0,1.53,78.34,95.4,123.77,16.09
18704,5.54,VUC,3.0,2.79,21.16,14.88,42.11,2.58
18705,90.3,VUC,3.0,1.0,200.52,198.07,266.13,53.5
18706,9.51,3/4,4.0,2.22,12.79,38.12,62.29,11.63
18707,28.65,3/4,4.0,0.82,69.92,59.62,110.49,24.54
18708,87.85,Toco,6.0,2.43,241.23,231.3,385.31,98.77
18709,70.92,Toco,6.0,2.8,172.99,181.85,314.6,77.76
18710,56.61,Truck,14.0,13.56,161.83,188.7,497.11,86.19
18711,262.53,Carreta_Sider,28.0,8.79,373.62,412.96,1981.3,841.68
18712,64.13,Toco,6.0,1.41,177.35,175.22,294.65,70.22
18713,505.39,Carreta_Bau,28.0,5.48,707.55,671.97,3549.27,1560.91
18714,341.24,Carreta_Bau,28.0,16.62,426.33,488.6,2580.66,1075.08
18715,12.83,VUC,3.0,1.77,36.58,14.6,58.93,5.79
18716,77.59,3/4,4.0,1.27,183.22,200.99,279.68,61.51
18717,26.76,VUC,3.0,1.08,68.31,67.73,82.97,8.6
18718,91.02,Truck,14.0,5.89,293.48,293.94,580.78,147.3
18719,25.06,Truck,14.0,2.21,64.9,90.86,174.87,43.87
18720,60.91,3/4,4.0,3.38,126.09,152.27,241.93,50.1
18721,207.2,Toco,6.0,4.84,455.73,525.4,901.29,221.88
